av号,播放量,标题
33986744,265219,【LOL英雄语音】沃里克：青钢影，我要用你的腿剔牙
39192772,263929,香菜姐终于又笑了(28698023
51559953,263294,Vlog 1｜五一假期见面成功 跟表演系的大一生谈恋爱是一种什么样的体验
74504150,263117,新娘一首《遇见》太好听，新郎不淡定直冒冷汗！婚礼现场变明星见面会！
82482128,261993,是个狼人！用费玉清唱腔唱《火红的萨日朗》
66570850,261948,【中文字幕】下路雨我无瓜！！
82982195,261025,记录了一楼从小到大的过程
84836011,260482,据说这是看完每部JOJO的真实反应？
80554010,260442,全网播放量突破1亿，沈腾贾玲搞笑版《火红的萨日朗》，真是太逗了！
54792920,260167,【英雄联盟】元素女皇 奇亚娜Gameplay
58477482,260011,兵哥哥的另一面感受一下~
77293496,259840,【英雄联盟】新英雄特殊互动语音 “哥哥，哥哥，哥哥，”我是个哥哥癌...
19372364,259269,拉斯：赵海波，二狗子睡觉都在拒绝你的歌声！！！
48318918,258146,卢本伟直播看自己鬼畜
27253602,257837,【钉宫病】钉宫叫你学50音！不骂你能学会么！
39214111,257433,皇后打了个太监，皇上大怒，直呼十几年，朕连根手指头都没动他
20388457,257213,拉斯：二狗你一定要记得自己不是一头哈士奇～～～
29525056,256781,【超清】《aLIEz》 现场版
64984578,256778,带好耳机！化身为修罗！！当BGM响起的那一刻，全世界都要为之颤抖！！
50713153,256425,【火影配音】应大家要求配了个雏田的，整理了以前的一些存稿，一定要看到最后的雏田哦嘻嘻
63807060,256216,【章鱼哥】高洁的法皇
25789978,255482,拉斯：再拔下去，二狗就变成秃驴了，不敢直视~~~
10395075,255465,螳螂全皮肤 技能特效对比 -lol英雄联盟
30356711,254177,吹爆！个人认为是周杰伦最炸最屌最牛的现场live之一！
5780782,253680,【比利王】王的洗发液♂
34578656,253468,皇上狱中求纪晓岚放和珅一马 无奈只好敲了和绅二百万两
77289059,253341,兵哥哥高甜警告，这是一个能吃到撑的视频
11338146,253318,如果有一天你杀了人....你会怎么做？
45438856,253184,第26话 声优相同的动画角色台词替换会是什么效果
79306181,252820,【英雄联盟/催泪】同生共体——残月之肃 你不是武器 你是我的哥哥
57887379,251930,【卡林巴琴】王者荣耀登陆曲 Let’s Play Again
7746140,251924,朕长这么大还没进过牢呢~
16234948,251698,【关智一】 吉尔伽美什 现场配音 片段
48479632,251421,熬过异地恋！终于见面啦！开心的日子与你在一起48479632
35560995,250914,乾隆让和珅坐龙椅扮皇帝
55482521,250541,日本美女特工，刺杀，中统情报据，色诱。被杀。
15902610,250347,【卡林巴琴/拇指琴】我的一个道姑朋友
5530018,250099,哈哈哈哈哈哈哈哈哈哈哈哈哈开口跪！！！
35969753,249502,卧底了一个火影配音群
75007848,249006,拉斯：你像个魔道中人！！！
20060801,248416,法国黑人小哥烧脑新作 《你会捍卫一个潜在的杀人犯吗？》展现你们IQ的机会到了，猜一猜最后的凶手是谁？
10539155,247982,声优都是怪物系列之冈本信彦
48693375,247742,皇上找和珅纪晓岚查账哪个王八蛋花的最多，和珅：皇上您还是自个看吧
17454873,246948,拉斯：长这么大，第一次看到电视，想尝尝好不好吃～～～
18704162,246930,拉斯：赵海波你开始骗狗啦！！！哼，私吞我那份泡面，我要干掉你的厨房！！！
75466722,246819,腾格尔终于对神曲《恋爱循环》下手了！太魔性了，网友：我裂开了
86133390,246713,圣 杯 战 争 年 度 总 集 篇
17333428,246536,拉斯会哄小宝宝啦！！！
49430340,245923,【声优都是怪物】火影多角色声音模仿！
20906790,245766,实力打脸和珅     刘全：爷  真巧  几位爷都在呀！
59000496,245539,仓木麻衣翻唱《画心》，完全不输原唱张靓颖，不愧是日本天后
83708024,245326,东北话终于对“萨日朗”下手了！这蒙古舞，怎么一股大碴子味？
228380,245050,【花泽香菜】笨...笨蛋！
83269174,244676,【四木Zino】这两个男生的第100天
27003753,244668,大爷唱歌快把评委唱哭了
20437588,243791,拉斯：来看我的海草舞呀~~~快来快来快来~~~~~~
81250183,243493,直男好啊
68428323,243084,10年前去清华蹭课认识了他，没想到就这样组成了这一家
68782832,243022,【卢侍】卢本伟本色出演贱贱--死侍
23737562,242002,拉斯：赵海波是你裤子质量不好，你还来摇我！！！mmp！！！
77194685,241977,卧槽，妹妹这个声音！阿伟出来死一下awsl！把妹妹给我，我愿意当哑巴！ 英雄联盟语音包分享NO.33 残月之肃 厄斐琉斯
34840224,241782,【卡林巴琴】《未闻花名》片尾曲 《secret base》  时光再美，怎如初见
33819858,241696,乾隆纪晓岚和珅群口相声，也就比郭德纲早出道几百年吧
1817734,240860,佐仓绫音对花泽香菜深沉的爱
18790131,240228,【声优都是怪物】钉宫癌、SOS团、爱衣、纱织、肉松、萌音（第一期）
14843621,240084,LOL寡妇制造者重做台词互动：终于有能满足我的男人了
15744546,239762,2017油管至今点击量最高的视频！40亿播放！
83694680,239508,鬼   畜   联   盟
18905707,239264,国外那些丧心病狂的JO厨系列1
84401994,239113,好 邻 居
18452675,238247,[LOL]英雄联盟2018赛季S8宣传片动画CG“登峰”（The Climb）
29481296,237919,西部魔影卢锡安攻速极快时是什么样子的
56584462,237889,寡妇和虚空的结合怎么会这么美
80421729,237505,【JOJO】CREEPER？
44178673,237247,【英雄联盟/燃向】群岛…恸哭！——约里克 「向将死之人致意」
52645752,237107,拉斯：今天我就爆了二狗的狗头！！！！！！
17754704,236862,让你去牧羊的，你这只狗狗却还真会享受啊！
79722574,236745,【拇指琴】哈利波特主题曲 Hedwig's Theme海德薇变奏曲
23966408,236490,【卡林巴琴】卡农 Canon in C major
68695576,236443,影 流 女 王
83552732,236065,狗子：主人你终于来了……
20407259,236013,第21话 声优相同的动画角色的台词替换会是什么效果
66565514,235751,看哭！老兵退伍要走，军犬抱腰不放
61425886,235500,【中文字幕】无限循环的佐伊酱
8633864,235476,纪晓岚，和珅，乾隆吃饭片段：吃着明白，看着糊涂，自己清楚
42408198,235088,拉斯:回村的第二天，我遇到了爱情！！！
73455022,234630,【万恶之源】你说的朋友是不是你自己？
29402634,234173,拉斯：我做噩梦了！！！
23471073,234077,拉斯：跟你们说我小时候就是个小胖砸~~~
79581536,233682,【情侣vlog】拥有一个神仙女友是种怎样的体验？
35661572,233017,日女新皮肤语音：赫卡里姆，你死以后，谁来打理长者之森
33412456,232017,拉斯：今天二狗要用降龙十八掌打死我！！！！！！
35116299,232009,用它弹奏属于《千与千寻》的声音
25454601,231980,狗子夜不归宿，捡屎官担心得整晚没睡，天还没亮就拿着棍子在门口等了
26385161,231814,【英雄联盟/治愈】星之守护者——阿狸 你的眼里有点点荧光
68730190,231370,【花泽香菜】【告白气球】20190412广州演唱会
9388004,230482,新加里奥语音彩蛋：你瞅啥?
28087860,229991,【卡林巴琴】指尖上的天空之城
44811280,229695,唢呐名曲演奏 《百鸟朝凤》1080P 完整版
22203830,228936,两个朝廷一品大员，逼着皇上当接盘侠。
35392495,228760,YouTube网友观看《英雄联盟》POP/STARS - K/DA女团最新MV时的反应
53358965,228323,拉斯：二狗你不干净了，撒四类呆，撒四类呆，撒四类呆~~~
44942883,228143,虚空之女·卡莎中/日/英/韩服配音对比，感受下卡莎用四种语言说话是怎样的吧
39214226,226851,演技大对决：纪晓岚和珅互喷《王牌对王牌2》[浙江卫视]
76068484,226387,JOJO的【每天一遍，防止抑郁】×【let's  dance】
48811468,226287,拉斯：赵海波装睡勾引我，顺便还给我做了个针灸~~~
20188331,225634,花生米加豆腐干能吃出烧鸭子的味来！   我先去试试
31264486,225119,第24话 声优相同的动画角色台词替换会是什么效果
25344524,224717,拉斯：你那个小点是认真的么！！！本狗要生气了！！！！！！
58986444,223650,花泽香菜翻唱《告白气球》，比周杰伦吐字清晰，中文太卡哇伊了!
36908785,223513,【妮蔻百科第3期】完结篇：妮蔻变身后被俄洛伊拉出的灵魂是谁的？
80553786,223437,我可能不是人，但你是真的狗！
75185308,223279,也许是全b站最直接的一个视频
7712097,223007,【青瑶】琵琶《琴师》——我为君王抚琴时转头看到你
82994668,222943,全明星《速度与鸡情》孙笑川/蔡徐鲲 PDD/卢本伟（三）
45086206,222852,『异地恋合集四十九』这甜甜的恋爱什么时候轮到你
32089743,222606,看似正经的教官背后的样子原来是…
73213097,222557,英雄联盟公认十大最帅登录动画！天煞劫变身瞬间帅炸！
49547452,222379,【橋本環奈】瘋了！小天使你怎麼那麼可愛！ ！ ！
57226560,221862,10首称霸b站的洗脑神曲
24780122,221634,【英雄联盟】重做英雄：暗裔剑魔 亚托克斯
65570011,221554,拥有怠惰的声线是种什么体验
68135332,221472,【声优之刃】如果众柱声优全体拿错剧本，会发生什么呢？
59092747,221221,当声优以各种语气说“不行！”
65492744,220899,斋藤飞鸟可爱到爆炸的综艺反应
78952137,220599,新皮肤《王国机神 - 贾克斯、瑟提(Sett)、盖伦 至臻、德莱文、蕾欧娜》特效及炫彩皮肤预览
44124471,220588,《蟑螂娘》全集
48941379,220267,【中华田园犬】俩月没回家，狗还认识我吗？
63389475,220176,我们不是冷血，我们是有感情的战争机器！
45440758,220070,拉斯：海波别怕，我今天就咬 shi 二狗！！！
18294523,220033,在寒冷的冬天里，有一种冷叫做奶奶觉得狗子冷，不把狗子包裹严实，绝不带狗子出门！
83088823,218608,【王11】（夫夫Vlog）和霸道总裁穿情侣装约会是什么样的体验 高甜警告！当众索吻失败？
73220917,217830,《JOJO》YouTube上的沙雕jojo梗合集  看老外如何玩梗
11120979,217617,【钉宫六萌】“无路赛”洗脑合集【1080P】
82759982,217498,前方高能！怪兽盛宴！面对这些未知生物的恐惧
17788078,217476,俩农民工为了吃免费火锅，这样点菜，一人只花了九块钱！
22652793,217132,每次你这样做，都会让我爽到极点，洛。——逆羽.霞击杀片段
77839367,215300,诺克萨斯之手？？？新英雄摩羯座-伊恩全技能曝光
36347707,215273,英雄联盟 新英雄预告：万花通灵 妮蔻(Neeko)[国语+英语+日语]
38726978,214697,钉宫的辱骂竟如此带感 (42011731
64156802,214448,狗子的悲惨爱情故事？
22984380,214300,我是大明星“高吼哥”李德峰 高音震撼全场
77293690,214288,那天拉斯故作镇定，其实那天～～～兴奋的像条狗！！！
84590694,213690,拉斯：渣男赵海波！！！
66860247,213485,我已经厌倦了那个弱小的自己
15987779,213306,《英雄联盟》新英雄预告：「暮光星灵」佐伊
11907459,213253,英雄聯盟：100句最經典的台詞！
68277699,213121,拉斯：我适合吃软饭！！！
66710074,212713,【JO级踩点】三位反派齐唱Loser
30716699,212688,朱元璋临死，宣布所有妃子陪葬，公主说了7个字，母亲逃过一劫
41266157,212611,朱元璋请功臣，连上四个硬菜，刘伯温说：我们死定了，后句句应验
57366303,211919,拉斯：碰到五个沙雕打金毛的事情应该怎么办？？？
57661462,211500,赵云新梦幻皮肤出场CG曝光！排面啊！
35759705,210985,三人都被女人所烦，心中有气不约而同的下馆子喝酒解闷，结果一个比一个横，全是笑点！！！！！
29103437,210906,【黑子病】新井里美现场配音，结尾倾力高喊姐姐大人
48068163,210137,第27话 声优相同的动画角色的台词替换
62171282,209773,DAOKO×米津玄師 《打上花火》现场版
79616500,209622,【爱情公寓rap】曾小贤：领导的情人就是我的爱人（全程踩点！）
47881985,208890,『异地恋合集六十九』就羡慕这种情侣
67815327,208714,鉴别哪些才是真正优质T2皮肤，全T2皮肤详情对比（分P视频）
25622720,208126,拉斯：赵海波打二狗视频曝光！！！
52133463,207873,【声优都是怪物】来听听皮卡丘原配音现场“pika”萌得起鸡皮(//27214468
81529644,207786,花泽香菜《告白气球》2020跨年演唱会完整版
65693776,207663,【卡林巴琴】《芒种》音阙诗听 一想到你 我就嗷呜呜呜呜呜～
85698494,207169,速 战 速 决
74242771,206840,最强新英雄赛娜实战!手长奶足伤害高!超电磁炮！
84294651,206715,当边防战士突然听说媳妇来到了部队
44492875,204696,考生第一个出来，和珅看了一眼试卷，直接扔到了水缸里面
20807910,204599,这位拉斯胖的，我想问一下，赵拉斯和赵海波谁胖？
33766769,204226,拉斯：今天二狗把海波的女人咬啦，海波十分生气，让我胖揍二狗一顿！！！
4359094,204041,英雄联盟No121沙漠皇帝 阿兹尔 中文配音
84493673,203878,jo等了！盘点鬼灭中致敬jojo的名场面梗合集
27936176,203838,哈哈哈哈哈~你俩干脆组个舞狮队算了~
25729984,203833,拉斯：吃播二狗给大家表演一口吞 狗不理包子~~~
68003354,203750,芒种  <扬琴>
82967398,203539,主人给5只阿拉斯加宝宝洗澡，打开水龙头的那一刻，快要笑岔气了@清蒸油兔字幕组
34620401,203356,主人要卖二哈去狗肉馆，二哈急了，张口骂主人是二百五
87609430,202582,【中弹老年团】书 记 爷
49323142,202371,日本小哥模仿火影等动漫角色，大蛇丸简直神还原！
57601526,202180,拉斯：我们家不允许出现弯的东西！！！
42309856,202140,拉斯:回村第一天！！！
85464397,201899,【诸葛大力&张伟】处处吻——完结撒花纪念
56193129,201797,这狗子也太治愈了吧！
46003209,200903,皇后把和珅妹妹杀了，和珅怒了都得死
20484914,200772,拉斯委屈的啃桌角，来吸引妈妈的注意力~~~
73882525,200533,暗影之拥 赛娜技能预览
36538358,200367,《铁齿铜牙纪晓岚》——萝卜炒白菜
10046439,200215,逆羽-霞语音彩蛋：我想和克烈环游世界
63102111,199912,拉斯：二狗的愤怒怕是赵海波承受不起！！！快道歉！！！
82001136,199228,【异地军恋】时隔半年，终于见到了最喜欢的你61438651
60890907,198755,拉斯：二狗在线拆家，赵海波给它吃大嘴巴子~~~
82796199,198455,小崔脱口秀 - 澳大利亚山火
25102606,198336,【钢琴/何以歌】还原度超90%！老哥魔道祖师了解一下？
42723757,197917,暮光星灵·佐伊中/日/英/韩服配音对比，感受下佐伊用四种语言说话是怎样的吧
57280592,197876,〖异地军恋〗国家发给我的男朋友，嘻嘻
22865622,197502,慎最帅的皮肤没有之一未来战士 慎皮肤预览
71864262,197124,英文原版咖喱棒有多帅？！母语saber闪闪看了都说好！【漫配对比】
67383195,197002,狗子:天天面对这样的主人，我太难了
26080054,196673,【LOL英雄语音】龙王索尔：付钱，你知道我的身份吗
33490590,195902,【jojo】父亲（催泪向）
35622382,195513,纪晓岚奉旨住在和府，点了一大桌子野味菜，气死和珅！
57407747,194950,《Awake》（柱男苏醒bgm）
16294662,194883,【JOJO】【综漫】JOJO的奇妙Wryyyymix(3)
73625510,194100,【BD特典】花泽香菜初次中国公演 document
58556605,192365,（声优梗）说说那些连官方都玩得不亦乐乎的声优梗
36356614,192231,拉斯：妈妈，你外面有别的狗了，斯斯不开心了！！！
67322179,191881,兵哥哥结婚现场，军犬也好乖
40339702,191270,【英雄联盟】台词仅六句的英雄-一个孤独而又忧郁的灵魂，注定忍受永世的孤单QAQ
84477378,190943,【爱情公寓5混剪】之大力撒娇了
52461453,190512,拉斯：再也不会信了，糟老头子坏的很！！！
69821738,190440,【恋爱循环】喵内循环！
30624345,189902,JOJO那些令人笑出レロ的沙雕图表情包 第六期
19300448,189804,拉斯：洗完澡澡，赵海波带我和二狗回老家见家长啦啦啦~~~
64158786,189216,第30话 声优相同的动画角色台词替换会是什么效果
19538690,188931,恭喜拉斯成功传位～ 海波：二狗你再啃一下试试！二狗：试试就试试！！！
28334387,188871,拉斯：趁赵海波上厕所，拆家~~~好家伙，一出厕所门就发现了！！！
17123146,188456,拉斯：如果你玩王者荣耀时，突然你的队友不动了，有可能就是被我踩蛋的赵海波～～～
57115308,188271,【漫威/DC/欧美/高燃混剪】前方高能！将踩点做到极致！我将实至名归！
41366563,188233,和珅查贪官，进门直接砸墙，果然藏银子的地方都瞒不过和珅
34493632,188103,【英雄联盟】K/DA少女登场特效
68980665,187904,卡特，盖伦怕老婆我们整个德玛西亚都知道
16949592,187639,拉克丝真不是一个好的女朋友选择，你能找个更好的!——暮光星灵.佐伊
7484625,187480,英雄联盟No.134青钢影 卡蜜尔 中文配音
54379501,187008,当司机在路上遇到一大群沙雕羊~
16210583,186626,薇恩源计划皮肤与摄魂使者皮肤对比
12545074,186566,【LOL英雄语音】卡萨丁：有一次我试着沉默我妈
47509602,186206,拉斯二狗出生视频曝光！拉斯表示这太可怕啦！！！难以接受~~~
37272202,185320,拉斯：让你们见识一下真正的狗急跳！！！
57277516,185118,"没错就说你呢""傻狍子"""
82470902,185010,史上最烧经费打戏！英雄集结，创造属于我们的未来！
36145895,184793,继加拿大傻狗后，又一条舞狮精神被污染的傻狗
79151841,184584,请你主动一点，约我。
63036641,183997,昭 和 戀 愛 循 環
5855065,183971,英雄联盟No.132暴怒骑士 克烈 中文配音
57221599,183544,异地恋日常
20597866,183138,拉斯：赵海波，你的嘴有多大，昂？？？？？？
13168305,182535,魔法少女阿狸特殊语音：绿帽社社长就决定是你了-霞
84743786,181097,好 干 员
50266639,181055,拉斯：赵海波你捏狗嘴的动作是认真的吗？？？
85132728,180862,自制《猪猪公寓》手机版#02
16692169,180474,拉斯：你想多了，我就是想拿着钱去买条小母狗～～～
73050956,180434,【配音】我真不是有意娇喘的～主演情绪到位了
4459349,179995,【化物语】nyanyanya绕口令
19408905,179989,新英雄预告彩蛋 来自虚空的射手 - lol英雄联盟
28544901,179235,大叔：“我要投诉你们医院全是年轻女护士”
12103047,179100,Wil Aime烧脑系列：欺骗的艺术，最后神反转！
68859875,178672,拉斯：不出意外的话，我们再也不会见面了，祝你前程似锦~~~
21757876,178176,杜小月：气不气气不气和大人  被和二萌哭了！哈哈哈
8511857,177571,来感受一下国语配音版本的真是怠惰呢ww
80989806,177384,狗子:我也许不是人，但你是真的狗。
33615151,177241,【声优】少年，你听说过总攻音吗？
84691393,177030,前方黑化高能！经历过绝望的人才会明白什么是光明！
17573037,177008,方展博：你放心，我是同性恋
33617338,176945,【声优不要钱】炸穿天的声优阵容！揭秘超炮配角龙套背后的超级大佬们
63304736,176764,琴瑟仙女 - 娑娜 Mix
49777791,176542,和珅：凭什么每次都是你俩请客，我掏钱
80032342,176403,「局」VLOG|当代女高中生宅家日常|朋友来找我玩啦!
80379345,176291,拉斯：下一期我们将教大家，用狗语让狗狗飞翔~~~
39170565,176170,无欢乐不结婚系列！舅舅结婚，小外甥参加拜堂
21561743,176027,原本我真以为拉斯是个老实狗，看了这段视频之后，原来拉斯是只绿茶狗～～～
7883307,175956,传奇正盛第二季：第七集 - 冠军梦
84929003,175791,拉斯：赵海波终于走了！ 二狗，开始造起来！！！
86338652,175727,健身操版火红的萨日朗（镜像版）
75191331,175244,【英雄联盟/佐伊/超俏皮/治愈/高能预警！！！】暮光星灵——佐伊 如果人家不想长大，就没必要逼他们。
74112406,174475,【万恶之源】你不要过来啊！！！
54792581,174471,【英雄联盟】元素女皇 奇亚娜的英雄主题音乐
37931726,174467,【拇指琴/卡林巴】《起风了》拇指琴版（原曲高桥优《吃醋》）
23691398,174253,就小小的亲昵一下嘛！
86752133,173557,裂  开
71280921,173243,当你向没看过jojo的同学…
5436642,172886,新英雄Kled  欢聚一堂 宣传视频 lol英雄联盟
16169730,172656,拉斯：让你们见识一下膀胱刹车车～～～
42843474,172602,霞洛重制版，甜美台词向！
23790226,172542,血港鬼影派克国语语音
74275382,172306,『异地恋一百零五』只有真正的喜欢才敢去找你
32329817,171867,在b站看《铁齿铜牙纪晓岚》纪宝宝和萌萌日常入狱片段
35708058,171803,和珅富可敌国，乾隆：你的钱比我还多，和珅瑟瑟发抖
68261018,171496,我们结婚啦 2019.09.17WeddingDay
83722905,170901,枯  萎  穿  心
11530197,170724,Wil Aime系列之 灰色地带
66533586,170312,拉斯：烤乳狗好吃吗？？？（拉斯小时候）
60210644,170045,五五开魔盗团
79663677,169996,The Real Suger Baby  洗脑每天一遍～
56929310,169930,纪晓岚巧用谐音“沙河深”让乾隆说出“杀和珅”，让和珅心里一惊
32140676,169188,拉斯：二狗第n次复仇失败！！！
47360931,168700,【空灵鼓】瞎玩了一把《忘羡》
16107934,168378,【中文字幕】暮光星灵 佐伊 语音彩蛋
80959100,167485,草原最美的花
43104743,165780,拉斯：我被一群小孩子给玩了！！！赵海波 ！！！！！！
15023923,165596,【声优这些年】魔卡少女樱的声优们如今配音了什么角色，当年的男神女神如今却？后附声优们配音角色一览
17570618,165005,拉斯：明天我有一个装修计划想和你谈一下～～～
81856935,164866,承  太  阳
71548441,164707,寒冰射手--艾希   最新版本语音大改 ！  每一句都让人心碎！！！！
60029986,164677,【英雄联盟】派克全皮肤CTRL+5刀刃变化特效&五杀音效
14526310,164478,蛮王：我老婆成为了星之守护者？
69181032,163233,当得知自己中文外号，劳模姐上节目说“终于有人懂我了！”
43389529,162672,【铁齿铜牙纪晓岚3】古往今来，敢在南书房上吊的，你老纪是独一份
12891968,162131,五杀乐队：凡性的提醒 【官方音乐视频】 | 英雄联盟音乐
73408398,161974,【拇指琴】撒野，也许这就是青春该有的模样
21273701,161906,乾隆和珅纪晓岚去茶楼竟被众人吐槽没文化 老怪物
55700477,161461,魔法猫咪·悠米中/日/英/韩/法/波兰/葡萄牙/七国配音对比，哪国的悠米最萌呢？
25417079,161300,拉斯：赵海波打狗视频曝光！！！
26803321,160663,英雄联盟漫画版 第一百集 泳池派对3 - lol英雄联盟
69634677,160635,拉斯：用舌头给你点提示，你应该懂得吧！！！
43511403,160296,【JOJO】冠世一战
58019446,160272,五国千珏语音对比 俄服居然会喊哔哩哔哩！（你们觉得哪个国家的狼灵声音好听鸭）
82731066,159928,巨型熊版阿拉斯加来洗澡比老板娘还重，洗完老板娘说出行业的艰辛
2379112,159707,【千石抚子】香菜已经可爱得彻底坏掉了
50540161,159175,拉斯：赵海波在做一些狗应该做的事情，根本停不下来！！！
24291851,159113,第22话 声优相同的动画角色的台词替换会是什么效果
43590164,158322,来撸22岁的猫奶奶咯
77288328,158281,【姑苏行】听老爷子演奏完，我默默删掉了我的视频…
65552430,158261,【英雄联盟】2019星之守护者：佐伊、霞、洛、妮蔻皮肤预告
19544716,158123,霞&洛情人节皮肤官方宣传片 - LOL英雄联盟
29591917,158023,拉斯：七夕你像不像狗？？？
84631034,157652,【爱情公寓5 RAP】我 居 然 鬼 畜 了 诸 葛 大 力（ 全 程 高 能 ）
13432237,156936,【阿福】恋爱循环
7203946,156818,新英雄 钢铁之影 - 卡米尔(Camille)预览  lol英雄联盟
74994634,156225,你那是馋她身子 你下贱 电视剧里万恶之源出处
8773767,155165,声优花泽香菜承认与小野贤章交往
16559052,154427,拉斯：我感觉这次是王八被黑的最惨的一次.........mmp赵海波又给我戴绿帽子！！！
42601214,154338,当dio爷接了辉夜大小姐的电话会发生什么
24819409,154075,诺克萨斯之手 德莱厄斯 神王 皮肤浏览 Skin Spotlight
40559440,154013,青梅竹马叫起床的标准示范2！【封面自取】
42483900,153779,【合集】【吨叔】英雄联盟英雄介绍
28727009,153607,宝宝们想看的拉斯小时候打针的视频~~~
18226171,153409,七爷脏话合集（一）
10069091,153358,新英雄教你讲情话！洛与霞完整对话彩蛋
75495248,152791,拳头音乐公司？看德国音乐制片人被《Giants》惊讶到起鸡皮疙瘩
44082899,152440,【JOJO】当JOJO人物玩猜猜我是谁
61465738,152309,只是因为多看了兵哥哥一眼！我就无法忘记你容颜！
37470142,152263,【英雄联盟】新英雄介绍：万花通灵 妮蔻
71711359,152162,【死亡摇滚】做你后奶奶！
84296597,151832,好 盟 友
23257951,151556,日服一局全是中国人哈哈哈
72009531,151494,拉斯：一天到晚比比叨叨，狗都烦！！！
45349744,151489,【洗脑循环】藤原书记吹口哨~我也就循环了几万遍
41577314,151191,【英雄联盟】新英雄介绍：解脱者 塞拉斯
58359558,150859,狗子：不如跳舞
83712883,150602,"【唢呐】火红的萨日朗 又名：""欢乐的傻狍子"""
59180326,150425,【拇指琴】无羁《陈情令》
84531443,150059,你们的大力撒娇起来好可爱，这谁能扛住!!!
71707298,149689,【英雄联盟】新英雄亚索哥哥永恩登场，亚索不再孤儿
27915251,149578,一只蝴蝶落在狗狗的鼻子上，狗子看起来好紧张，又不敢乱动！
56962310,149026,桃源恋歌+极乐净土1080P超清版
82667670,148135,【崔娃Trevor Noah】川普坐在飞机上看《花木兰》，对安倍说：我知道其实你是女儿身额~
35748779,148088,一个小小的县官居然敢怼和珅，还把和珅怼的无话可说，尴尬了！
69106835,147897,当西部魔影艾希与西部魔影卢锡安共舞
24705352,147889,【英雄联盟】英雄预告：世界的终结者 亚托克斯
27282154,147745,【英雄联盟/佐伊】你的老婆私底下竟这么可爱？！
39553582,147436,拉斯二狗昨天干架视频曝光 ！！！
13672881,147328,手撕鬼子的资源找着了
56059375,147287,奉旨借钱就是这么硬气！和萌萌：早有预谋啊，连抬头都写的我名字！
14967478,146804,钉宫理惠配音精选
23346522,146470,法国才子 Wil Aime系列合集
79531274,146184,狗子:我有猫啦！
74833909,145944,【李云龙配音】沙雕之刃
18285254,145906,吴昕*王凯-恋爱循环（不是活久见系列）
81682414,145304,【手埙】用双手吹出抖音热歌《火红的萨日朗》
83002963,145254,卡莎那个是超清动态壁纸。
52860371,144518,拉斯：白疼赵海波了，把我狗嘴都气歪了！！！！！！
6524815,144103,钉宫理惠—恋爱循环
85543579,143791,好 儿 子
58071932,142878,【卡林巴琴】巫哲《撒野》我一jio踏空，我就要飞起来了
67462861,142406,花泽香菜利用可爱的声控能力应对物价局
70769161,142283,拉丝：我就是条现实的狗，手上有友情，我才配合你！！！
65707185,142169,3D视角对比2019星之守护者皮肤模型，看看谁做的最好？
23824911,142029,拉斯：我是一条大鳄鱼，狗刨走一个~~~
82548234,142027,倚天屠龙记：我有了身孕，怀了你的孩子！
13362617,142017,掉下去就会怀孕的演唱会第三弹（内含钉宫演唱会）
34387519,142010,拉斯：我是一条现实的狗 ！！！
52101239,141861,[暮声]欢迎来到渡我的极乐净土63336579
62118598,141561,化身修罗！当我拔剑的那一刻，全世界都将为之颤抖！
20474820,141225,《铁齿铜牙纪晓岚》高能4（和珅向纪晓岚诉说自己在皇上面前装没文采的原因）
20856672,141114,纪晓岚跑街上吃飞醋  连朝都不上了！去和二家诉苦！
67661144,140029,一个国外的渡我cosplay，很赞
65337434,139592,【英雄联盟/妮蔻/治愈/高能预警！！！】万花通灵——妮蔻 一旦你爱上了妮蔻，你就会成为她
20841891,139199,【卡林巴琴】告白气球－周杰伦
11299724,138821,【LOL英雄联盟】黑夜使者 亚索皮肤语音
12693235,138579,【LOL英雄语音】卡兹克：我能打过奥特曼
22686087,138438,当你让度娘的嘴不能停下。。。
50584108,137982,英雄联盟 新英雄宣传视频《悠米：魔法猫咪》(国语+日语+英语)
9255605,137620,周杰倫Jay Chou - 稻香 / 英國演唱會唱《稻香》「想家嗎」逼哭全場留學生
60151520,137359,拉斯：今天冲动了！！！
20048706,137160,当假纪晓岚穿上龙袍。纪晓岚你怎么穿上龙袍了？你是要造反吗？
55817868,137057,乾隆：不对啊，和珅，我给你的可是100万两啊！刘全：就一千两！
24242019,136760,拉斯：海波一起来呀~~~
24062502,136716,撩妹我只服李寻欢！！对不起我来的不是时候。不！你来的正式时候！
69150164,136681,西部魔影艾希全炫彩预览，大招都会变颜色！
17958823,136575,纪晓岚敢在皇上的御书房上吊，看来他的小宇宙确实爆发了！
11686526,136152,LOL新英雄凯隐 语音互动
73558959,135994,我用Minecraft还原了天气之子【Weathering with you】
62879895,135834,特效最多的4款源计划皮肤，也是4个不同时期源计划的主打皮肤
7250394,135512,【古筝】《琴师》（作曲：音频怪物）
77762410,135096,狗:我不是人 但你是真的狗
75050207,135061,【Mr.Li 钢琴】天气之子主题曲《爱能做到的还有什么》
79842794,134654,声优怪物+百万调音是什么体验？一人模仿50个王者荣耀英雄配音
65681690,134626,不愧是星守大反派佐伊，t3皮肤跳舞都有新特效！
45335982,134449,和珅的下属把皇上抓来审问，和珅一看都吓懵了，坐都不敢坐了
10102047,134292,幻翎-洛语音彩蛋：你好世界 我现在单身啦~(≧▽≦)/~
31864733,134248,拉斯：我今天被二狗咬啦！！！好委屈！！！！！！
